# SYSTEM: Arnold's Cat map--- 
#		t  			  x1 			 y1 			 x2 			 y2 
  0.000000 	   -0.642981 	   -0.393328 	   -0.463824 	   -0.035014 
  0.001000 	   -0.320976 	   -0.714304 	   -0.962662 	   -0.997676 
  0.002000 	   -0.639629 	   -0.353933 	   -0.923001 	   -0.920678 
  0.003000 	   -0.199936 	   -0.553869 	   -0.766680 	   -0.687358 
  0.004000 	   -0.087230 	   -0.641099 	   -0.220718 	   -0.908076 
  0.005000 	   -0.082535 	   -0.723634 	   -0.349512 	   -0.257588 
  0.006000 	   -0.422658 	   -0.146292 	   -0.956613 	   -0.214201 
  0.007000 	   -0.059518 	   -0.205810 	   -0.127427 	   -0.341628 
  0.008000 	   -0.460664 	   -0.666475 	   -0.596483 	   -0.938111 
  0.009000 	   -0.859440 	   -0.525915 	   -0.131077 	   -0.069188 
  0.010000 	   -0.788069 	   -0.313984 	   -0.331343 	   -0.400531 
  0.011000 	   -0.976669 	   -0.290652 	   -0.063216 	   -0.463747 
  0.012000 	   -0.417084 	   -0.707736 	   -0.590179 	   -0.053926 
  0.013000 	   -0.888094 	   -0.595831 	   -0.234284 	   -0.288210 
  0.014000 	   -0.064398 	   -0.660229 	   -0.756777 	   -0.044987 
  0.015000 	   -0.173783 	   -0.834013 	   -0.558541 	   -0.603528 
  0.016000 	   -0.951095 	   -0.785107 	   -0.720610 	   -0.324138 
  0.017000 	   -0.226327 	   -0.011434 	   -0.765357 	   -0.089495 
  0.018000 	   -0.542149 	   -0.553583 	   -0.620209 	   -0.709704 
  0.019000 	   -0.794001 	   -0.347583 	   -0.950121 	   -0.659825 
  0.020000 	   -0.247826 	   -0.595409 	   -0.560067 	   -0.219892 
  0.021000 	   -0.715543 	   -0.310952 	   -0.340026 	   -0.559918 
  0.022000 	   -0.991005 	   -0.301957 	   -0.239970 	   -0.799888 
  0.023000 	   -0.781897 	   -0.083854 	   -0.279828 	   -0.079716 
  0.024000 	   -0.643511 	   -0.727366 	   -0.639373 	   -0.719089 
  0.025000 	   -0.006111 	   -0.733477 	   -0.997835 	   -0.716924 
  0.026000 	   -0.729147 	   -0.462624 	   -0.712594 	   -0.429518 
  0.027000 	   -0.887812 	   -0.350436 	   -0.854707 	   -0.284225 
  0.028000 	   -0.059850 	   -0.410286 	   -0.993639 	   -0.277865 
  0.029000 	   -0.397564 	   -0.807850 	   -0.265143 	   -0.543008 
  0.030000 	   -0.338136 	   -0.145987 	   -0.073294 	   -0.616302 
  0.031000 	   -0.292575 	   -0.438562 	   -0.762891 	   -0.379193 
  0.032000 	   -0.964343 	   -0.402905 	   -0.904974 	   -0.284167 
  0.033000 	   -0.212853 	   -0.615758 	   -0.094116 	   -0.378283 
  0.034000 	   -0.803990 	   -0.419748 	   -0.566515 	   -0.944798 
  0.035000 	   -0.552778 	   -0.972526 	   -0.077828 	   -0.022626 
  0.036000 	   -0.128182 	   -0.100708 	   -0.178282 	   -0.200909 
  0.037000 	   -0.457273 	   -0.557981 	   -0.557474 	   -0.758383 
  0.038000 	   -0.672929 	   -0.230910 	   -0.873330 	   -0.631713 
  0.039000 	   -0.977570 	   -0.208480 	   -0.378373 	   -0.010085 
  0.040000 	   -0.965225 	   -0.173705 	   -0.766830 	   -0.776915 
  0.041000 	   -0.707365 	   -0.881069 	   -0.310575 	   -0.087490 
  0.042000 	   -0.502219 	   -0.383289 	   -0.708640 	   -0.796131 
  0.043000 	   -0.800569 	   -0.183858 	   -0.213411 	   -0.009542 
  0.044000 	   -0.610681 	   -0.794539 	   -0.436364 	   -0.445906 
  0.045000 	   -0.667268 	   -0.461807 	   -0.318635 	   -0.764541 
  0.046000 	   -0.099077 	   -0.560884 	   -0.401812 	   -0.166353 
  0.047000 	   -0.364507 	   -0.925391 	   -0.969976 	   -0.136329 
  0.048000 	   -0.865343 	   -0.790735 	   -0.076281 	   -0.212610 
